anio,mes,linea,linea-uri,linea-cdmx,same_as_wikidata_linea,estacion-uri,same_as_wikidata_estaciones,afluencia-media
2010,--08,Linea 1,linea-1,Line 1,https://wikidata.org/entity/Q2295084,Observatorio,https://wikidata.org/entity/Q388460,72993.70967741935
2010,--08,Linea 1,linea-1,Line 1,https://wikidata.org/entity/Q2295084,Pantitlán,https://wikidata.org/entity/Q3352997,48966.290322580644
2010,--08,Linea 1,linea-1,Line 1,https://wikidata.org/entity/Q2295084,Pino Suárez,https://wikidata.org/entity/Q3357008,36212.41935483871
2010,--08,Linea 1,linea-1,Line 1,https://wikidata.org/entity/Q2295084,Salto del Agua,https://wikidata.org/entity/Q740243,24174.41935483871
2010,--08,Linea 1,linea-1,Line 1,https://wikidata.org/entity/Q2295084,San Lázaro,https://wikidata.org/entity/Q3356984,30210.032258064515
2010,--08,Linea 1,linea-1,Line 1,https://wikidata.org/entity/Q2295084,Sevilla,https://wikidata.org/entity/Q3356943,26748.90322580645
2010,--08,Linea 1,linea-1,Line 1,https://wikidata.org/entity/Q2295084,Tacubaya,https://wikidata.org/entity/Q2744158,38713.16129032258
2010,--08,Linea 1,linea-1,Line 1,https://wikidata.org/entity/Q2295084,Zaragoza,https://wikidata.org/entity/Q3356989,62002.87096774193
2010,--08,Linea 2,linea-2,Line 2,https://wikidata.org/entity/Q1152993,Allende,https://wikidata.org/entity/Q3287760,32217.612903225807
2010,--08,Linea 2,linea-2,Line 2,https://wikidata.org/entity/Q1152993,Bellas Artes,https://wikidata.org/entity/Q2541953,26146.774193548386
2010,--08,Linea 2,linea-2,Line 2,https://wikidata.org/entity/Q1152993,Chabacano,https://wikidata.org/entity/Q3317707,28828.09677419355
2010,--08,Linea 2,linea-2,Line 2,https://wikidata.org/entity/Q1152993,Colegio Militar,https://wikidata.org/entity/Q3356873,18295.8064516129
2010,--08,Linea 2,linea-2,Line 2,https://wikidata.org/entity/Q1152993,Cuatro Caminos,https://wikidata.org/entity/Q3356908,144492.8064516129
2010,--08,Linea 2,linea-2,Line 2,https://wikidata.org/entity/Q1152993,Cuitláhuac,https://wikidata.org/entity/Q3357029,19444.064516129034
2010,--08,Linea 2,linea-2,Line 2,https://wikidata.org/entity/Q1152993,Ermita,https://wikidata.org/entity/Q5256668,21687.709677419356
2010,--08,Linea 2,linea-2,Line 2,https://wikidata.org/entity/Q1152993,General Anaya,https://wikidata.org/entity/Q3356888,28767.90322580645
2010,--08,Linea 2,linea-2,Line 2,https://wikidata.org/entity/Q1152993,Hidalgo,https://wikidata.org/entity/Q2541914,37832.3870967742
2010,--08,Linea 2,linea-2,Line 2,https://wikidata.org/entity/Q1152993,Nativitas,https://wikidata.org/entity/Q3356904,16143.483870967742
2010,--08,Linea 2,linea-2,Line 2,https://wikidata.org/entity/Q1152993,Normal,https://wikidata.org/entity/Q3356995,42311.45161290323
